trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.005, 'e': 0.39653141907499284}",30,0,-67.631754321232,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
186,False,"{'a': 0.005, 'e': 0.3945537103716011}",25,4,-99.99296099769694,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 1}",1
187,False,"{'a': 0.005, 'e': 0.39258586553151836}",20,0,9.313846798061622,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
188,False,"{'a': 0.005, 'e': 0.3906278353585211}",30,6,-14.213296486404982,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.005, 'e': 0.388679570901753}",20,2,-69.01644645428267,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
190,False,"{'a': 0.005, 'e': 0.3867410234545012}",20,0,-39.77477091613477,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
191,False,"{'a': 0.005, 'e': 0.3848121445529785}",35,0,-49.379899644507105,"{0: 27, 1: 2, 2: 4, 3: 2, 4: 0}",0
192,False,"{'a': 0.005, 'e': 0.38289288597511206}",20,0,-29.471614035889022,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
193,False,"{'a': 0.005, 'e': 0.38098319973933725}",25,0,-72.09456944842384,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
194,False,"{'a': 0.005, 'e': 0.37908303810339883}",25,9,4.517648508247495,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
195,False,"{'a': 0.005, 'e': 0.37719235356315695}",25,1,8.037024743395557,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.005, 'e': 0.37531109885139957}",25,0,-96.93136005940717,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
197,False,"{'a': 0.005, 'e': 0.37343922693666093}",20,0,6.3646085319709504,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
198,False,"{'a': 0.005, 'e': 0.3715766910220457}",25,0,16.79802032318424,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.005, 'e': 0.369723444544059}",25,14,19.86489488851575,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.005, 'e': 0.36787944117144233}",25,0,-122.65785551814018,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 2}",0
201,False,"{'a': 0.005, 'e': 0.36604463480401533}",20,0,-15.78216620770118,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
202,False,"{'a': 0.005, 'e': 0.3642189795715233}",25,6,5.749043955443691,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.005, 'e': 0.36240242983249027}",20,15,-1.8440150763891354,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.005, 'e': 0.3605949401730783}",20,0,4.107674055018702,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
205,False,"{'a': 0.005, 'e': 0.3587964654059516}",20,10,-0.6512511583294347,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.005, 'e': 0.3570069605691474}",25,2,23.78164718353797,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.005, 'e': 0.3552263809249515}",30,0,-8.043222532766448,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
208,False,"{'a': 0.005, 'e': 0.35345468195878016}",20,0,-13.080530530102202,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
209,False,"{'a': 0.005, 'e': 0.3516918193780669}",20,0,-48.039665849228705,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
210,False,"{'a': 0.005, 'e': 0.3499377491111553}",30,0,-92.47612192289337,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
211,False,"{'a': 0.005, 'e': 0.3481924273061976}",30,10,1.4080783553590408,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.005, 'e': 0.3464558103300574}",30,20,5.090391470380085,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.005, 'e': 0.3447278547672202}",30,23,12.736441658649904,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.005, 'e': 0.34300851741870664}",25,13,-14.078968511804621,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
215,False,"{'a': 0.005, 'e': 0.3412977553009937}",20,13,12.463508303918871,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.005, 'e': 0.3395955256449391}",30,0,-4.372358129662669,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
217,False,"{'a': 0.005, 'e': 0.33790178589471304}",25,8,-58.89817589052962,"{0: 10, 1: 4, 2: 2, 3: 0, 4: 1}",1
218,False,"{'a': 0.005, 'e': 0.3362164937067333}",30,3,20.102872713525997,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.005, 'e': 0.3345396069486076}",25,0,16.65117697305359,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
220,False,"{'a': 0.005, 'e': 0.33287108369807955}",25,16,-1.3542528146809376,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.005, 'e': 0.331210882241981}",20,0,24.195876857952456,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.005, 'e': 0.32955896107518906}",30,10,-34.376508781276236,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",1
223,False,"{'a': 0.005, 'e': 0.32791527889958855}",25,0,-35.47306806729074,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
224,False,"{'a': 0.005, 'e': 0.32627979462303947}",25,0,14.580890694805557,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
225,False,"{'a': 0.005, 'e': 0.32465246735834974}",25,20,9.014184272467833,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.005, 'e': 0.3230332564222529}",20,3,-39.71805613821259,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
227,False,"{'a': 0.005, 'e': 0.32142212133439135}",20,0,0.19312384385232328,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.005, 'e': 0.31981902181630384}",20,0,-50.90904855161292,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
229,False,"{'a': 0.005, 'e': 0.3182239177904191}",20,0,23.922055180682975,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.005, 'e': 0.31663676937905316}",20,0,-70.85250390652817,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
231,False,"{'a': 0.005, 'e': 0.3150575369034133}",25,17,5.261485791529268,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.005, 'e': 0.3134861808826053}",30,0,-66.90891066571808,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
233,False,"{'a': 0.005, 'e': 0.31192266203264674}",20,3,-2.2859787099942794,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
234,False,"{'a': 0.005, 'e': 0.31036694126548503}",20,0,-4.339249539530549,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
235,False,"{'a': 0.005, 'e': 0.30881897968801986}",30,21,-39.1794920088574,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.005, 'e': 0.30727873860113125}",20,0,-2.7851222156276636,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
237,False,"{'a': 0.005, 'e': 0.30574617949871175}",25,9,9.276681692048873,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.005, 'e': 0.3042212640667041}",25,3,10.893079735080022,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.005, 'e': 0.30270395418214285}",20,0,1.7120499058289549,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
240,False,"{'a': 0.005, 'e': 0.30119421191220214}",30,5,-3.92875445324065,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
241,False,"{'a': 0.005, 'e': 0.2996919995132463}",20,0,3.790517952018241,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
242,False,"{'a': 0.005, 'e': 0.2981972794298874}",20,6,4.087938743760191,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.005, 'e': 0.29671001429404525}",25,0,-13.255389537392576,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
244,False,"{'a': 0.005, 'e': 0.2952301669240142}",20,0,-7.968024342588847,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.005, 'e': 0.29375770032353277}",25,9,-29.402764199307466,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
246,False,"{'a': 0.005, 'e': 0.2922925776808594}",25,7,-25.93909304278361,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
247,False,"{'a': 0.005, 'e': 0.29083476236785155}",25,1,-1.4171936385063961,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
248,False,"{'a': 0.005, 'e': 0.2893842179390506}",20,12,12.430323614945333,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.005, 'e': 0.2879409081307702}",25,0,-91.910354655915,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
250,False,"{'a': 0.005, 'e': 0.2865047968601901}",25,9,23.891744938196126,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.005, 'e': 0.28507584822445353}",20,0,16.65065534394702,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
252,False,"{'a': 0.005, 'e': 0.2836540264997704}",20,0,12.80678244377123,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
253,False,"{'a': 0.005, 'e': 0.2822392961405233}",30,20,4.632548806624303,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
254,False,"{'a': 0.005, 'e': 0.2808316217783798}",20,3,3.4590997705434456,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.005, 'e': 0.2794309682214073}",20,14,4.441907349142172,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.005, 'e': 0.27803730045319414}",35,22,2.417298730731913,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.005, 'e': 0.2766505836319734}",25,0,4.308426801838411,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.005, 'e': 0.27527078308975234}",20,9,-67.36930331682333,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 2}",1
259,False,"{'a': 0.005, 'e': 0.2738978643314456}",20,12,15.385444635986666,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.005, 'e': 0.2725317930340126}",30,9,-27.463665274236384,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 0}",1
261,False,"{'a': 0.005, 'e': 0.2711725350455999}",25,20,7.830395119313078,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.005, 'e': 0.2698200563846868}",20,0,-28.778015984636955,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
263,False,"{'a': 0.005, 'e': 0.2684743232392366}",30,0,40.8928811569585,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
264,False,"{'a': 0.005, 'e': 0.26713530196585034}",20,13,0.6987841351384039,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.005, 'e': 0.2658029590889266}",25,7,29.750351216015996,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.005, 'e': 0.26447726129982396}",30,21,3.995956990038434,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.005, 'e': 0.2631581754560287}",30,0,-14.390115438324925,"{0: 26, 1: 2, 2: 0, 3: 2, 4: 0}",0
268,False,"{'a': 0.005, 'e': 0.261845668580326}",20,15,11.16344229842836,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.005, 'e': 0.2605397078599756}",20,0,-40.3398048985179,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
270,False,"{'a': 0.005, 'e': 0.2592402606458915}",25,0,22.900903242094245,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
271,False,"{'a': 0.005, 'e': 0.2579472944518257}",20,7,-44.86539156194202,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
272,False,"{'a': 0.005, 'e': 0.2566607769535559}",20,0,-17.142468178963668,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
273,False,"{'a': 0.005, 'e': 0.2553806759880777}",30,0,35.281566711537955,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
274,False,"{'a': 0.005, 'e': 0.25410695955280027}",25,0,-11.901539966556307,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
275,False,"{'a': 0.005, 'e': 0.25283959580474646}",20,0,-114.76574583469402,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
276,False,"{'a': 0.005, 'e': 0.25157855305975646}",25,20,8.884337103884377,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.005, 'e': 0.2503237997916961}",30,0,-19.815440343592794,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
278,False,"{'a': 0.005, 'e': 0.24907530463166816}",25,11,-20.89243340805942,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
279,False,"{'a': 0.005, 'e': 0.24783303636722875}",30,7,29.33744805039123,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.005, 'e': 0.24659696394160643}",20,7,-10.638932053365078,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
281,False,"{'a': 0.005, 'e': 0.24536705645292634}",25,17,-7.153917294552654,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.005, 'e': 0.2441432831534371}",20,10,15.144020376387422,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.005, 'e': 0.24292561344874244}",20,0,13.830204225416027,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.005, 'e': 0.24171401689703645}",20,0,-39.87763321086511,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
285,False,"{'a': 0.005, 'e': 0.24050846320834213}",20,9,-0.7730116061780965,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.005, 'e': 0.23930892224375455}",20,12,-6.486868555914613,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.005, 'e': 0.23811536401468703}",20,9,18.836845682692058,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.005, 'e': 0.23692775868212176}",25,0,26.91307151972854,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.005, 'e': 0.23574607655586352}",30,16,19.59633758337738,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.005, 'e': 0.23457028809379765}",25,0,34.32602863048615,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.005, 'e': 0.23340036390115132}",20,14,8.579550916457617,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.005, 'e': 0.23223627472975883}",25,0,-109.16485684695508,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 2}",0
293,False,"{'a': 0.005, 'e': 0.23107799147733019}",20,0,21.10990543090575,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
294,False,"{'a': 0.005, 'e': 0.22992548518672384}",20,8,-6.501211475662986,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
295,False,"{'a': 0.005, 'e': 0.22877872704522242}",20,0,14.143122320168068,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
296,False,"{'a': 0.005, 'e': 0.22763768838381274}",25,15,7.792468549577764,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.005, 'e': 0.22650234067646874}",25,0,5.700232631657286,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
298,False,"{'a': 0.005, 'e': 0.22537265553943872}",30,3,-59.30588202344211,"{0: 22, 1: 0, 2: 3, 3: 1, 4: 1}",1
299,False,"{'a': 0.005, 'e': 0.22424860473053532}",30,9,17.473114568090573,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.005, 'e': 0.22313016014842982}",20,0,-55.80825854325338,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
301,False,"{'a': 0.005, 'e': 0.22201729383194937}",30,3,-23.064467148793735,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 1}",1
302,False,"{'a': 0.005, 'e': 0.2209099779593782}",30,0,1.9234482228190066,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
303,False,"{'a': 0.005, 'e': 0.21980818484776168}",20,0,7.777209463895699,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
304,False,"{'a': 0.005, 'e': 0.21871188695221475}",25,5,11.462321116070799,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.005, 'e': 0.21762105686523284}",20,0,7.138419560814424,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
306,False,"{'a': 0.005, 'e': 0.21653566731600707}",20,8,9.361265761853133,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.005, 'e': 0.21545569116974203}",25,4,-0.715721440299453,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
308,False,"{'a': 0.005, 'e': 0.21438110142697794}",20,12,15.0154206489033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.005, 'e': 0.21331187122291523}",25,12,14.144260406853547,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.005, 'e': 0.21224797382674304}",25,0,24.471168298897755,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.005, 'e': 0.21118938264097117}",25,6,-83.42275327190313,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
312,False,"{'a': 0.005, 'e': 0.21013607120076472}",20,0,13.40003748192874,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
313,False,"{'a': 0.005, 'e': 0.20908801317328293}",25,0,-24.9587499981676,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
314,False,"{'a': 0.005, 'e': 0.20804518235702046}",30,11,-26.79460892794253,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
315,False,"{'a': 0.005, 'e': 0.20700755268115265}",20,4,-9.771894179874561,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
316,False,"{'a': 0.005, 'e': 0.20597509820488344}",20,12,16.111658713451856,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.005, 'e': 0.2049477931167973}",35,0,19.8345431914941,"{0: 33, 1: 1, 2: 0, 3: 1, 4: 0}",0
318,False,"{'a': 0.005, 'e': 0.20392561173421342}",30,0,-59.3228087274618,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
319,False,"{'a': 0.005, 'e': 0.20290852850254407}",25,18,10.497577961494246,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.005, 'e': 0.20189651799465538}",20,0,-23.789119201868246,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
321,False,"{'a': 0.005, 'e': 0.20088955491023208}",20,5,24.086915050959067,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.005, 'e': 0.1998876140751445}",30,12,32.425975778498284,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.005, 'e': 0.19889067044081962}",30,7,29.993543296241366,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.005, 'e': 0.19789869908361465}",25,12,-13.1280891942504,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
325,False,"{'a': 0.005, 'e': 0.19691167520419406}",35,2,-43.62740756222715,"{0: 27, 1: 2, 2: 3, 3: 0, 4: 1}",1
326,False,"{'a': 0.005, 'e': 0.19592957412690934}",25,16,15.402283867023755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.005, 'e': 0.1949523712991825}",25,0,35.61009024694983,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,False,"{'a': 0.005, 'e': 0.19398004229089189}",25,8,-3.958083240474255,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
329,False,"{'a': 0.005, 'e': 0.19301256279376172}",20,7,12.906365867096321,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.005, 'e': 0.19204990862075408}",20,3,28.608915807382335,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.005, 'e': 0.19109205570546464}",25,0,3.9979913123724873,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
332,False,"{'a': 0.005, 'e': 0.1901389801015205}",20,9,-15.344271774397491,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
333,False,"{'a': 0.005, 'e': 0.18919065798198204}",25,13,-21.792768143727,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.005, 'e': 0.1882470656387468}",25,5,29.951957822062685,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.005, 'e': 0.18730817948195702}",35,0,-10.212384021498854,"{0: 30, 1: 2, 2: 2, 3: 1, 4: 0}",0
336,False,"{'a': 0.005, 'e': 0.18637397603940997}",30,7,-32.944410508009014,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
337,False,"{'a': 0.005, 'e': 0.18544443195597088}",20,0,1.913068354130595,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.005, 'e': 0.18451952399298926}",25,0,2.968261279815486,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
339,False,"{'a': 0.005, 'e': 0.18359922902771786}",30,13,-15.266159044581434,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
340,False,"{'a': 0.005, 'e': 0.18268352405273466}",20,5,12.302402279128724,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.005, 'e': 0.1817723861753675}",25,0,35.86795787979491,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
342,False,"{'a': 0.005, 'e': 0.1808657926171221}",20,7,11.422396097354055,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.005, 'e': 0.17996372071311217}",25,0,13.292625252898617,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
344,False,"{'a': 0.005, 'e': 0.17906614791149322}",20,12,-38.30208764627392,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
345,False,"{'a': 0.005, 'e': 0.1781730517728984}",20,0,30.519943558347354,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.005, 'e': 0.17728440996987782}",20,2,27.039900975200343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.005, 'e': 0.17640020028634}",30,16,-2.6188246471778367,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
348,False,"{'a': 0.005, 'e': 0.17552040061699686}",20,0,-38.43359192318062,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
349,False,"{'a': 0.005, 'e': 0.17464498896681085}",25,10,-41.113569091837164,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
350,False,"{'a': 0.005, 'e': 0.17377394345044514}",25,11,9.595234530273938,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.005, 'e': 0.17290724229171636}",30,6,12.386384256616468,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 0}",1
352,False,"{'a': 0.005, 'e': 0.17204486382305054}",20,6,-41.69334594047055,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
353,False,"{'a': 0.005, 'e': 0.1711867864849409}",30,16,12.37359934511839,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.005, 'e': 0.17033298882540943}",25,0,25.674938524787215,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.005, 'e': 0.16948344949947006}",20,0,32.42162445077281,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
356,False,"{'a': 0.005, 'e': 0.1686381472685955}",25,0,-61.56552104673023,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
357,False,"{'a': 0.005, 'e': 0.16779706100018585}",25,14,21.53668080509337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.005, 'e': 0.1669601696670407}",20,11,13.887410213103045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.005, 'e': 0.16612745234683307}",25,17,4.895820528394972,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.005, 'e': 0.16529888822158653}",25,4,22.77594140123708,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.005, 'e': 0.1644744565771549}",35,16,22.705005141700617,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.005, 'e': 0.16365413680270405}",20,6,25.159069828920067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.005, 'e': 0.16283790839019696}",25,14,15.484723201836358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.005, 'e': 0.16202575093388075}",30,12,28.143912061360016,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.005, 'e': 0.16121764412977677}",25,14,17.629381518158873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.005, 'e': 0.16041356777517274}",20,2,-13.39019052304757,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
367,False,"{'a': 0.005, 'e': 0.15961350176811803}",25,3,28.71734267626684,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.005, 'e': 0.15881742610692068}",30,9,23.968641333353666,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.005, 'e': 0.1580253208896478}",20,0,-3.4652902452714907,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
